Year,Month,Day,Hour,Minute,wind speed at 100m (m/s),air temperature at 100m (C),wind speed at 120m (m/s),wind direction at 100m (deg),air pressure at 100m (Pa)
2014,1,19,8,30,2.67,10.69,N/A,237.16,83130
2014,1,19,9,30,3.36,11.23,N/A,193.04,83110
2014,1,19,10,30,3.2,11.14,N/A,254.48,83080
2014,1,19,11,30,6.19,11.05,N/A,281.25,83090
2014,1,19,12,30,7.48,11.43,N/A,315.61,83100
2014,1,19,13,30,12.07,11.27,N/A,290,83070
2014,1,19,14,30,10.1,10.95,N/A,273,83020
2014,1,19,15,30,16.25,11.61,N/A,275.71,82990
2014,1,19,16,30,14.02,12.95,N/A,280.67,82990
2014,1,19,17,30,10.46,14.59,N/A,283.59,82960
2014,1,19,18,30,4.31,15.77,N/A,301.17,82930
2014,1,19,19,30,1.69,16.02,N/A,43.66,82920
2014,1,19,20,30,1.82,16.21,N/A,18.98,82920
2014,1,19,21,30,6.74,15.73,N/A,285.58,82900
2014,1,19,22,30,5.88,15.02,N/A,290.05,82890
2014,1,19,23,30,6.98,13.87,N/A,287.73,82890
2014,1,20,0,30,13.18,12.76,N/A,286.49,82900
2014,1,20,1,30,15.58,12.32,N/A,285.68,82890
2014,1,20,2,30,14.21,12.19,N/A,288.49,82890
2014,1,20,3,30,9.75,11.99,N/A,287.76,82870
2014,1,20,4,30,14.55,11.45,N/A,278.5,82880
2014,1,20,5,30,15.03,11.23,N/A,282.34,82870
2014,1,20,6,30,14.4,11.35,N/A,283.36,82890
2014,1,20,7,30,11.55,11.51,N/A,273.21,82930
2014,1,20,8,30,3.26,10.71,N/A,25.97,83000
2014,1,20,9,30,3.21,10.71,N/A,306.56,83030
2014,1,20,10,30,2.96,10.27,N/A,243.39,83030
2014,1,20,11,30,12.62,9.29,N/A,297.24,83110
2014,1,20,12,30,15.38,8.85,N/A,296.81,83190
2014,1,20,13,30,9.07,6.79,N/A,55.13,83350
2014,1,20,14,30,11.48,3.81,N/A,52.63,83490
2014,1,20,15,30,7.13,2.1,N/A,39.05,83650
2014,1,20,16,30,3.79,1.87,N/A,40.62,83730
2014,1,20,17,30,2.01,2.23,N/A,44.68,83730
2014,1,20,18,30,1.92,2.95,N/A,60.58,83740
2014,1,20,19,30,1.64,3.6,N/A,53.47,83760
2014,1,20,20,30,1.37,4.57,N/A,60.44,83770
2014,1,20,21,30,1.51,5.22,N/A,55.32,83770
2014,1,20,22,30,0.81,5.95,N/A,73.91,83770
2014,1,20,23,30,1.19,6.3,N/A,135.43,83800
2014,1,21,0,30,0.53,6.19,N/A,162.59,83850
2014,1,21,1,30,1.93,6.1,N/A,200.28,83890
2014,1,21,2,30,3.63,5.3,N/A,82.61,83900
2014,1,21,3,30,2.73,4.56,N/A,122.73,83890
2014,1,21,4,30,3.18,4.45,N/A,157.15,83860
2014,1,21,5,30,3.35,4.65,N/A,176.79,83830
2014,1,21,6,30,3.67,4.82,N/A,191.39,83790
2014,1,21,7,30,4.83,5.27,N/A,189.29,83760
2014,1,21,8,30,4.68,5.58,N/A,199.07,83720
2014,1,21,9,30,4.83,7.26,N/A,179.77,83650
2014,1,21,10,30,1.79,8.98,N/A,198.56,83580
2014,1,21,11,30,3.16,9.63,N/A,272.32,83540
2014,1,21,12,30,5.62,10.51,N/A,262.8,83500
2014,1,21,13,30,4.9,11.09,N/A,272.26,83460
2014,1,21,14,30,4.13,11.43,N/A,302.58,83390
2014,1,21,15,30,2.63,11.73,N/A,346.04,83370
2014,1,21,16,30,2.39,11.74,N/A,68.97,83370
2014,1,21,17,30,2.36,11.96,N/A,117.07,83370
2014,1,21,18,30,12.21,13.51,N/A,301.85,83300
2014,1,21,19,30,11.95,14.18,N/A,308.65,83250
2014,1,21,20,30,10.68,14.67,N/A,320.76,83240
2014,1,21,21,30,9.33,14.69,N/A,312.84,83220
2014,1,21,22,30,5.11,14.53,N/A,281.67,83190
2014,1,21,23,30,17.27,13.48,N/A,289.52,83160
2014,1,22,0,30,9.28,13.46,N/A,286.8,83210
2014,1,22,1,30,4.87,12.57,N/A,285.97,83170
2014,1,22,2,30,7.53,12.1,N/A,299.06,83110
2014,1,22,3,30,8.52,10.43,N/A,113.71,83130
2014,1,22,4,30,7.63,8.98,N/A,118.15,83190
2014,1,22,5,30,7.94,7.86,N/A,128.55,83200
2014,1,22,6,30,7.03,7.26,N/A,136.39,83190
2014,1,22,7,30,2.04,7.21,N/A,142.66,83200
2014,1,22,8,30,3.91,5.53,N/A,161.37,83210
2014,1,22,9,30,3.43,5.19,N/A,152.5,83190
2014,1,22,10,30,1.64,5.15,N/A,128.72,83170
2014,1,22,11,30,1.79,4.99,N/A,85.26,83160
2014,1,22,12,30,2.5,4.67,N/A,55.79,83160
2014,1,22,13,30,2.69,3.67,N/A,29.37,83150
2014,1,22,14,30,5.41,2.44,N/A,11.65,83140
2014,1,22,15,30,4.26,1.47,N/A,3.57,83150
2014,1,22,16,30,3.22,2.79,N/A,70.25,83160
2014,1,22,17,30,4.67,3.42,N/A,63.78,83150
2014,1,22,18,30,4.57,3.51,N/A,60.12,83110
2014,1,22,19,30,3.84,3.88,N/A,65.56,83070
2014,1,22,20,30,3.73,4.28,N/A,60.81,83040
2014,1,22,21,30,4.39,4.67,N/A,52.19,83020
2014,1,22,22,30,3.94,4.72,N/A,73.2,82980
2014,1,22,23,30,4.65,4.41,N/A,68.67,83010
2014,1,23,0,30,5.59,3.76,N/A,71.22,83060
2014,1,23,1,30,5.07,3.41,N/A,84.32,83120
2014,1,23,2,30,5.18,2.81,N/A,111.53,83160
2014,1,23,3,30,6.39,-0.48,N/A,80.76,83210
2014,1,23,4,30,8.08,-1.34,N/A,62.89,83260
2014,1,23,5,30,7.75,-1.6,N/A,66.66,83310
2014,1,23,6,30,7.4,-2.68,N/A,14.35,83400
2014,1,23,7,30,8.26,-3.46,N/A,36.53,83520
2014,1,23,8,30,6.1,-3.73,N/A,70.03,83610
2014,1,23,9,30,6.29,-4.7,N/A,91.65,83670
2014,1,23,10,30,4.87,-4.9,N/A,74,83710
2014,1,23,11,30,5.43,-5.99,N/A,57.23,83790
2014,1,23,12,30,4.66,-6.14,N/A,50.53,83880
2014,1,23,13,30,4.23,-6.56,N/A,46.59,83970
2014,1,23,14,30,4.03,-7.23,N/A,32.37,84020
2014,1,23,15,30,3.94,-7.61,N/A,31.99,84060
2014,1,23,16,30,3.37,-7.24,N/A,34.28,84100
2014,1,23,17,30,2.51,-6.51,N/A,27.38,84110
2014,1,23,18,30,2.08,-5.67,N/A,24.47,84110
2014,1,23,19,30,1.84,-4.99,N/A,357.96,84110
2014,1,23,20,30,1.51,-4.41,N/A,306.25,84100
2014,1,23,21,30,1.28,-4.03,N/A,255.02,84060
2014,1,23,22,30,1.17,-3.71,N/A,239.71,84020
2014,1,23,23,30,1.85,-3.72,N/A,219.35,84010
2014,1,24,0,30,1.83,-3.88,N/A,204.15,84000
2014,1,24,1,30,2.69,-3.95,N/A,183.55,83970
2014,1,24,2,30,3.56,-3.94,N/A,178.87,83910
2014,1,24,3,30,3.7,-3.99,N/A,186.99,83840
2014,1,24,4,30,4.86,-3.43,N/A,192.34,83800
2014,1,24,5,30,4.68,-2.42,N/A,195.47,83750
2014,1,24,6,30,5.71,-1.55,N/A,195.36,83710
2014,1,24,7,30,5.27,1.55,N/A,206.2,83680
2014,1,24,8,30,3.84,2.43,N/A,248.23,83660
2014,1,24,9,30,4.43,3.26,N/A,276.8,83630
2014,1,24,10,30,5.94,4.83,N/A,288.21,83600
2014,1,24,11,30,6.58,5.53,N/A,283.62,83600
2014,1,24,12,30,14.35,6.75,N/A,279.62,83580
2014,1,24,13,30,14.69,6.99,N/A,283.09,83560
2014,1,24,14,30,14.51,7.43,N/A,283.79,83530
2014,1,24,15,30,13.38,7.58,N/A,281.41,83520
2014,1,24,16,30,9.45,8,N/A,282.19,83520
2014,1,24,17,30,10.61,9.2,N/A,290.69,83500
2014,1,24,18,30,8,9.88,N/A,301.73,83450
2014,1,24,19,30,2.96,10.01,N/A,311.35,83420
2014,1,24,20,30,1.32,10.2,N/A,304.17,83420
2014,1,24,21,30,1.83,10.3,N/A,279.28,83400
2014,1,24,22,30,2.02,10.13,N/A,304.6,83370
2014,1,24,23,30,6.31,10.11,N/A,306.04,83360
2014,1,25,0,30,10.43,10.85,N/A,288.48,83350
2014,1,25,1,30,8.55,10.7,N/A,284.43,83370
2014,1,25,2,30,4.57,10.19,N/A,263.17,83360
2014,1,25,3,30,6.51,10.3,N/A,269.52,83360
2014,1,25,4,30,6.8,9.98,N/A,264.55,83390
2014,1,25,5,30,12.39,9.34,N/A,279.61,83400
2014,1,25,6,30,14.15,9.1,N/A,281.38,83400
2014,1,25,7,30,12.05,9.13,N/A,279.61,83420
2014,1,25,8,30,12.31,10.2,N/A,275,83420
2014,1,25,9,30,10.97,11.46,N/A,274.57,83380
2014,1,25,10,30,4.73,10.22,N/A,269.82,83340
2014,1,25,11,30,4.11,9.86,N/A,155.85,83310
2014,1,25,12,30,4.4,7.83,N/A,176.58,83320
2014,1,25,13,30,3.96,8.29,N/A,188.19,83310
2014,1,25,14,30,4.19,8.25,N/A,192.09,83270
2014,1,25,15,30,1.92,7.14,N/A,179.56,83240
2014,1,25,16,30,1.67,7.67,N/A,161.77,83210
2014,1,25,17,30,1.9,8.61,N/A,170.73,83150
2014,1,25,18,30,0.68,10.37,N/A,215.63,83070
2014,1,25,19,30,0.63,12.03,N/A,237.06,83010
2014,1,25,20,30,0.69,13.08,N/A,331.31,82950
2014,1,25,21,30,1.21,13.59,N/A,346.13,82890
2014,1,25,22,30,6.75,12.5,N/A,302.24,82860
2014,1,25,23,30,12.85,11.77,N/A,305.12,82810
2014,1,26,0,30,13.14,10.51,N/A,302.92,82810
2014,1,26,1,30,11.11,10.44,N/A,297.2,82810
2014,1,26,2,30,14.64,10.33,N/A,287.8,82760
2014,1,26,3,30,14.09,10.3,N/A,289.02,82730
2014,1,26,4,30,13.58,10.22,N/A,288.8,82720
2014,1,26,5,30,11.98,10.05,N/A,291.72,82710
2014,1,26,6,30,9.61,9.83,N/A,296.57,82690
2014,1,26,7,30,10.38,9.51,N/A,293.65,82680
2014,1,26,8,30,10.35,9.27,N/A,290.49,82680
2014,1,26,9,30,9.04,9.21,N/A,282.96,82660
2014,1,26,10,30,1.56,9,N/A,200.99,82620
2014,1,26,11,30,4.79,8.29,N/A,138.09,82600
2014,1,26,12,30,5.22,7.54,N/A,142.91,82590
2014,1,26,13,30,5.04,7.71,N/A,149.48,82540
2014,1,26,14,30,3.85,7.25,N/A,181.55,82500
2014,1,26,15,30,4.14,7.95,N/A,198.8,82460
2014,1,26,16,30,5.65,9.77,N/A,272.17,82410
2014,1,26,17,30,2.91,10.42,N/A,315.72,82380
2014,1,26,18,30,10.46,11.22,N/A,311.94,82340
2014,1,26,19,30,10.78,11.81,N/A,312.1,82350
2014,1,26,20,30,9.73,11.46,N/A,317.24,82390
2014,1,26,21,30,13.77,10.99,N/A,304.47,82410
2014,1,26,22,30,11.65,10.29,N/A,310.59,82420
2014,1,26,23,30,10.84,9.65,N/A,315.26,82490
2014,1,27,0,30,9.75,8.23,N/A,318.74,82640
2014,1,27,1,30,9.61,2.76,N/A,45.25,82840
2014,1,27,2,30,8.84,0.35,N/A,28.31,82950
2014,1,27,3,30,8.08,-2.51,N/A,40.62,83010
2014,1,27,4,30,6.48,-4.43,N/A,44.51,83090
2014,1,27,5,30,4.21,-4.59,N/A,38.37,83110
2014,1,27,6,30,4.41,-5.34,N/A,58.23,83110
2014,1,27,7,30,4.66,-6.2,N/A,50.32,83130
2014,1,27,8,30,4.95,-6.26,N/A,61.49,83120
2014,1,27,9,30,3.61,-6.44,N/A,68.74,83110
2014,1,27,10,30,2.76,-6.11,N/A,78.33,83050
2014,1,27,11,30,4.35,-6.71,N/A,86.94,83040
2014,1,27,12,30,4.49,-7.14,N/A,74.74,83050
2014,1,27,13,30,3.94,-7.34,N/A,66.82,83040
2014,1,27,14,30,3.86,-7.34,N/A,50.62,83000
2014,1,27,15,30,4.54,-7.44,N/A,49.67,82970
2014,1,27,16,30,5.29,-7.64,N/A,43.86,82990
2014,1,27,17,30,5.53,-7.74,N/A,36.65,82970
2014,1,27,18,30,6.12,-7.62,N/A,23.47,82940
2014,1,27,19,30,6.55,-7.51,N/A,20.03,82920
2014,1,27,20,30,6.5,-7.27,N/A,16.47,82930
2014,1,27,21,30,6.71,-7.3,N/A,15.1,82930
2014,1,27,22,30,6.73,-7.27,N/A,15.97,82930
2014,1,27,23,30,6.27,-7.03,N/A,13.86,82960
2014,1,28,0,30,6.32,-7.09,N/A,8.73,83010
2014,1,28,1,30,5.54,-7.02,N/A,24.06,83070
2014,1,28,2,30,4.39,-7.24,N/A,33.85,83100
2014,1,28,3,30,3.63,-7.34,N/A,37.78,83110
2014,1,28,4,30,3.01,-7.24,N/A,37,83140
2014,1,28,5,30,2.57,-7.35,N/A,48.84,83160
2014,1,28,6,30,2.54,-7.38,N/A,54.18,83180
2014,1,28,7,30,2.39,-7.39,N/A,47.65,83210
2014,1,28,8,30,2.23,-7.29,N/A,36.67,83250
2014,1,28,9,30,2.2,-7.21,N/A,16.92,83280
2014,1,28,10,30,2.4,-7.57,N/A,37.74,83280
2014,1,28,11,30,2.56,-7.8,N/A,37.96,83320
2014,1,28,12,30,1.5,-7.91,N/A,40.16,83350
2014,1,28,13,30,1.17,-8.06,N/A,53.9,83360
2014,1,28,14,30,0.62,-8.13,N/A,347.11,83350
2014,1,28,15,30,2.21,-7.65,N/A,327.01,83350
2014,1,28,16,30,3.6,-5.54,N/A,302.05,83340
2014,1,28,17,30,2.15,-4.41,N/A,294.78,83300
2014,1,28,18,30,1,-3.59,N/A,326.17,83240
2014,1,28,19,30,1.64,-2.75,N/A,25.82,83190
2014,1,28,20,30,3.03,-2.47,N/A,35.04,83150
2014,1,28,21,30,2.91,-1.88,N/A,35.84,83110
2014,1,28,22,30,2.2,-1.26,N/A,48.56,83050
2014,1,28,23,30,2.61,-0.31,N/A,73.2,83020
2014,1,29,0,30,2.9,-0.13,N/A,35.44,83010
2014,1,29,1,30,3.07,-0.54,N/A,80.22,83000
2014,1,29,2,30,5.92,-0.25,N/A,110.22,82960
2014,1,29,3,30,5.55,0.33,N/A,116.39,82910
2014,1,29,4,30,4.17,0.87,N/A,120.19,82890
2014,1,29,5,30,2.11,1.39,N/A,142.44,82870
2014,1,29,6,30,2.85,1.97,N/A,117.88,82830
2014,1,29,7,30,2.28,2.76,N/A,106.49,82810
2014,1,29,8,30,7.05,3.4,N/A,304.51,82780
2014,1,29,9,30,6.37,3.27,N/A,298.71,82730
2014,1,29,10,30,2.58,3.33,N/A,278.07,82670
2014,1,29,11,30,8.24,3.56,N/A,282.1,82640
2014,1,29,12,30,12.45,4.05,N/A,283.18,82610
2014,1,29,13,30,10.97,4.44,N/A,290.54,82600
2014,1,29,14,30,9.8,4.8,N/A,293.71,82570
2014,1,29,15,30,11.19,5.52,N/A,288.26,82530
2014,1,29,16,30,10.51,6.49,N/A,284.63,82500
2014,1,29,17,30,5.17,7.35,N/A,305.97,82430
2014,1,29,18,30,6.23,8.7,N/A,290.11,82350
2014,1,29,19,30,6.28,9.77,N/A,294.15,82260
2014,1,29,20,30,6.39,9.82,N/A,300.94,82190
2014,1,29,21,30,11.6,10.11,N/A,305.89,82110
2014,1,29,22,30,11,10.52,N/A,315.75,81940
2014,1,29,23,30,6.18,10.84,N/A,258.72,81880
2014,1,30,0,30,5.87,10.84,N/A,296.63,81840
2014,1,30,1,30,0.77,11.09,N/A,250.69,81780
2014,1,30,2,30,0.64,9.83,N/A,248.08,81690
2014,1,30,3,30,2.15,9.76,N/A,213.42,81600
2014,1,30,4,30,1.54,9.35,N/A,212.27,81560
2014,1,30,5,30,4.54,10.2,N/A,106.43,81500
2014,1,30,6,30,5.79,11.36,N/A,91.39,81440
2014,1,30,7,30,5.82,9.58,N/A,80.98,81450
2014,1,30,8,30,3.27,10.39,N/A,95.22,81500
2014,1,30,9,30,8.46,9.94,N/A,86.41,81560
2014,1,30,10,30,7.24,7.55,N/A,45.5,81610
2014,1,30,11,30,7.3,6.99,N/A,59.16,81700
2014,1,30,12,30,7.14,8.48,N/A,50.27,81740
2014,1,30,13,30,1.9,5.17,N/A,191.93,81810
2014,1,30,14,30,1.33,5.24,N/A,213.8,81840
2014,1,30,15,30,3.08,5.86,N/A,299.32,81860
2014,1,30,16,30,1.61,5.18,N/A,183.84,81890
2014,1,30,17,30,2.44,6.62,N/A,88.57,81900
2014,1,30,18,30,5.45,6.4,N/A,121.61,81900
2014,1,30,19,30,4.53,7.27,N/A,130.57,81880
2014,1,30,20,30,3.58,7.98,N/A,128.4,81870
2014,1,30,21,30,4.65,8.13,N/A,119.47,81870
2014,1,30,22,30,5.78,7.68,N/A,105.87,81840
2014,1,30,23,30,5.74,6.89,N/A,111.05,81850
2014,1,31,0,30,8.96,2.92,N/A,100.04,81920
2014,1,31,1,30,5.84,0.11,N/A,67.37,81960
2014,1,31,2,30,8.86,1.36,N/A,79.53,81920
2014,1,31,3,30,8.3,0.41,N/A,62.03,81890
2014,1,31,4,30,8.68,-0.16,N/A,76.59,81910
2014,1,31,5,30,8,-0.44,N/A,62.68,81910
2014,1,31,6,30,8.36,-0.97,N/A,50.63,81910
2014,1,31,7,30,9.06,-1.24,N/A,59.37,81910
2014,1,31,8,30,7.33,-1.87,N/A,98.22,81930
2014,1,31,9,30,7.96,-2.94,N/A,115.21,81940
2014,1,31,10,30,6.48,-3.28,N/A,106.78,81970
2014,1,31,11,30,6.35,-3.66,N/A,99.06,82030
2014,1,31,12,30,5.28,-4.03,N/A,100.15,82110
2014,1,31,13,30,5,-4.56,N/A,4.68,82140
2014,1,31,14,30,4.31,-5.07,N/A,9.47,82130
2014,1,31,15,30,2.88,-5.09,N/A,12.25,82130
2014,1,31,16,30,1.99,-4.66,N/A,9.19,82130
2014,1,31,17,30,1.55,-4.13,N/A,3.8,82100
2014,1,31,18,30,2.07,-3.68,N/A,221.95,82040
2014,1,31,19,30,2.17,-2.91,N/A,14.24,81980
2014,1,31,20,30,2.55,-2.76,N/A,30.29,81990
2014,1,31,21,30,1.35,-2.29,N/A,62.81,81980
2014,1,31,22,30,2.3,-2.09,N/A,203.39,81930
2014,1,31,23,30,2.95,-2.44,N/A,191.58,81930
2014,2,1,0,30,3.57,-2.95,N/A,186.61,81950
2014,2,1,1,30,3.51,-3.32,N/A,34.95,81980
2014,2,1,2,30,2.89,-3.56,N/A,36.16,81990
2014,2,1,3,30,2.77,-3.8,N/A,32.71,81980
2014,2,1,4,30,2.06,-3.85,N/A,37.15,82040
2014,2,1,5,30,1.73,-3.87,N/A,27.88,82060
2014,2,1,6,30,1.17,-3.85,N/A,42.08,82080
2014,2,1,7,30,1.9,-3.84,N/A,88.21,82110
2014,2,1,8,30,2.83,-3.4,N/A,285.69,82120
2014,2,1,9,30,2.68,-2.95,N/A,300.19,82120
2014,2,1,10,30,2.89,-2.79,N/A,290.83,82160
2014,2,1,11,30,3.38,-2.98,N/A,74.4,82220
2014,2,1,12,30,3.82,-3.45,N/A,76.52,82270
2014,2,1,13,30,4.5,-4.04,N/A,54.14,82320
2014,2,1,14,30,3.75,-4.42,N/A,326.39,82340
2014,2,1,15,30,3.48,-4.48,N/A,20.47,82400
2014,2,1,16,30,3.65,-4.59,N/A,29.75,82450
2014,2,1,17,30,2.99,-4.82,N/A,48.5,82460
2014,2,1,18,30,1.91,-4.53,N/A,43.01,82460
2014,2,1,19,30,2.82,-4.52,N/A,88.26,82490
2014,2,1,20,30,3.14,-4.44,N/A,65.71,82530
2014,2,1,21,30,3.07,-4.19,N/A,33.03,82570
2014,2,1,22,30,3.86,-4.67,N/A,51.5,82590
2014,2,1,23,30,2.71,-5.1,N/A,56.81,82660
2014,2,2,0,30,2.93,-5.93,N/A,71.81,82740
2014,2,2,1,30,2.69,-6.77,N/A,96.21,82820
2014,2,2,2,30,2.75,-7.39,N/A,85.81,82880
2014,2,2,3,30,2.81,-8.15,N/A,73.04,82910
2014,2,2,4,30,2.19,-8.39,N/A,64.5,82950
2014,2,2,5,30,2.05,-8.75,N/A,57.05,82980
2014,2,2,6,30,1.1,-8.85,N/A,56.6,82980
2014,2,2,7,30,1.16,-8.85,N/A,47.22,82970
2014,2,2,8,30,0.67,-8.68,N/A,173.53,82960
2014,2,2,9,30,1.94,-8.22,N/A,201.9,82910
2014,2,2,10,30,2.09,-8.07,N/A,162.87,82880
2014,2,2,11,30,0.73,-8.39,N/A,212.37,82870
2014,2,2,12,30,1.97,-8.91,N/A,32.69,82870
2014,2,2,13,30,2.21,-9.98,N/A,44.11,82870
2014,2,2,14,30,1.16,-10.29,N/A,54.2,82850
2014,2,2,15,30,0.69,-9.74,N/A,105.41,82840
2014,2,2,16,30,0.38,-8.4,N/A,338.41,82830
2014,2,2,17,30,1.42,-6.83,N/A,58.69,82810
2014,2,2,18,30,2.39,-5.42,N/A,56.73,82780
2014,2,2,19,30,2.07,-3.65,N/A,46.04,82760
2014,2,2,20,30,3.75,-2.94,N/A,40.78,82750
2014,2,2,21,30,4.07,-3.41,N/A,16.43,82730
2014,2,2,22,30,4.15,-3.7,N/A,27.91,82710
2014,2,2,23,30,4.68,-4.31,N/A,24.86,82700
2014,2,3,0,30,5.21,-5.57,N/A,17.41,82720
2014,2,3,1,30,4.39,-6.17,N/A,17.21,82720
2014,2,3,2,30,4.2,-6.59,N/A,18.55,82680
2014,2,3,3,30,2.85,-6.87,N/A,20.71,82650
2014,2,3,4,30,2.29,-7.19,N/A,21.74,82620
2014,2,3,5,30,1.71,-7.58,N/A,38.99,82580
2014,2,3,6,30,1.98,-7.73,N/A,38.35,82550
2014,2,3,7,30,1.82,-7.89,N/A,35.42,82530
2014,2,3,8,30,1.7,-8.07,N/A,56.32,82500
2014,2,3,9,30,1.22,-8.34,N/A,44.87,82470
2014,2,3,10,30,0.67,-8.43,N/A,63.4,82430
2014,2,3,11,30,0.48,-8.21,N/A,113.54,82410
2014,2,3,12,30,0.98,-8.65,N/A,46.8,82410
2014,2,3,13,30,0.48,-8.18,N/A,210.64,82400
2014,2,3,14,30,1.62,-7.86,N/A,215.19,82380
2014,2,3,15,30,0.34,-7.73,N/A,201.96,82380
2014,2,3,16,30,0.39,-6.28,N/A,236.8,82370
2014,2,3,17,30,1.01,-4.51,N/A,19.42,82360
2014,2,3,18,30,1.52,-2.84,N/A,29.48,82330
2014,2,3,19,30,2.58,-2.14,N/A,51.57,82320
2014,2,3,20,30,2.61,-1.69,N/A,52.21,82330
2014,2,3,21,30,2.87,-1.54,N/A,51.89,82330
2014,2,3,22,30,3.44,-1.45,N/A,59.76,82330
2014,2,3,23,30,3.99,-1.83,N/A,65.43,82360
2014,2,4,0,30,3.07,-2.52,N/A,73.02,82400
2014,2,4,1,30,3.63,-2.94,N/A,110.16,82450
2014,2,4,2,30,4.32,-4.41,N/A,168.69,82460
2014,2,4,3,30,2.08,-3.86,N/A,180.91,82440
2014,2,4,4,30,0.18,-3.69,N/A,60.81,82450
2014,2,4,5,30,3.42,-4.03,N/A,67.26,82450
2014,2,4,6,30,2.68,-4.26,N/A,98,82460
2014,2,4,7,30,3.19,-4.45,N/A,115.59,82460
2014,2,4,8,30,3.16,-4.89,N/A,91.34,82470
2014,2,4,9,30,5.29,-6.07,N/A,110.55,82470
2014,2,4,10,30,3.93,-5.74,N/A,116.02,82440
2014,2,4,11,30,4.15,-6.17,N/A,112.71,82450
2014,2,4,12,30,3.87,-6.6,N/A,81.63,82450
2014,2,4,13,30,3.97,-6.74,N/A,79.28,82450
2014,2,4,14,30,3.25,-6.77,N/A,61.96,82440
2014,2,4,15,30,4.91,-7.09,N/A,66.66,82450
2014,2,4,16,30,4.33,-6.74,N/A,70.51,82460
2014,2,4,17,30,5.15,-7.14,N/A,72.23,82440
2014,2,4,18,30,5.22,-7.34,N/A,75.54,82430
2014,2,4,19,30,4.98,-6.96,N/A,61.29,82440
2014,2,4,20,30,4.75,-6.77,N/A,63.45,82480
2014,2,4,21,30,5.96,-6.92,N/A,62.02,82520
2014,2,4,22,30,6.38,-7.57,N/A,61.54,82560
2014,2,4,23,30,6.27,-8.09,N/A,59.67,82660
2014,2,5,0,30,5.95,-8.53,N/A,60.53,82780
2014,2,5,1,30,5.06,-8.98,N/A,56.56,82890
2014,2,5,2,30,4.75,-9.05,N/A,57.97,82970
2014,2,5,3,30,7.74,-10.39,N/A,66.88,83060
2014,2,5,4,30,5.94,-11.01,N/A,60.39,83160
2014,2,5,5,30,6.03,-12.09,N/A,50.71,83260
2014,2,5,6,30,4.81,-12.72,N/A,53.71,83320
2014,2,5,7,30,4.34,-13.25,N/A,53.59,83370
2014,2,5,8,30,4.41,-13.76,N/A,54.99,83410
2014,2,5,9,30,3.86,-14.28,N/A,58.45,83410
2014,2,5,10,30,3.49,-14.42,N/A,57.81,83400
2014,2,5,11,30,3.2,-14.47,N/A,61.96,83420
2014,2,5,12,30,3.04,-14.68,N/A,60.64,83450
2014,2,5,13,30,3.25,-15.02,N/A,59.32,83480
2014,2,5,14,30,3.17,-15.32,N/A,60.93,83480
2014,2,5,15,30,2.89,-15.29,N/A,59.28,83480
2014,2,5,16,30,3,-14.91,N/A,42.99,83480
2014,2,5,17,30,3.25,-14.39,N/A,34.82,83440
2014,2,5,18,30,3.12,-13.65,N/A,43.97,83400
2014,2,5,19,30,3.36,-13.19,N/A,45.74,83380
2014,2,5,20,30,3.42,-12.79,N/A,47.01,83390
2014,2,5,21,30,3.5,-12.63,N/A,50.8,83370
2014,2,5,22,30,4.03,-12.93,N/A,57.28,83340
2014,2,5,23,30,4.15,-13.44,N/A,53.34,83350
2014,2,6,0,30,4.42,-14.06,N/A,60.03,83390
2014,2,6,1,30,4.02,-14.57,N/A,59.56,83420
2014,2,6,2,30,3.52,-14.89,N/A,52.18,83410
2014,2,6,3,30,3.17,-15.14,N/A,50.02,83360
2014,2,6,4,30,2.65,-15.34,N/A,43.39,83320
2014,2,6,5,30,2.44,-15.57,N/A,31.84,83270
2014,2,6,6,30,2.29,-15.74,N/A,26.14,83220
2014,2,6,7,30,2.41,-15.9,N/A,22.47,83200
2014,2,6,8,30,2.8,-16.1,N/A,21.82,83170
2014,2,6,9,30,3.24,-16.42,N/A,25,83130
2014,2,6,10,30,3.28,-16.56,N/A,25.65,83080
2014,2,6,11,30,2.8,-16.46,N/A,18.5,83060
2014,2,6,12,30,2.72,-16.42,N/A,358.37,83060
2014,2,6,13,30,2.32,-16.52,N/A,351.91,83050
2014,2,6,14,30,2.22,-16.6,N/A,344.49,83010
2014,2,6,15,30,2.14,-16.58,N/A,357.15,82980
2014,2,6,16,30,2.03,-16.12,N/A,14.38,82950
2014,2,6,17,30,1.85,-15.24,N/A,15.88,82890
2014,2,6,18,30,1.39,-14.22,N/A,10.5,82820
2014,2,6,19,30,1.64,-13.13,N/A,32.98,82760
2014,2,6,20,30,1.97,-12.4,N/A,27.1,82710
2014,2,6,21,30,2.29,-11.81,N/A,39.24,82660
2014,2,6,22,30,2.61,-11.57,N/A,35.93,82620
2014,2,6,23,30,2.77,-11.6,N/A,23.81,82610
2014,2,7,0,30,2.87,-12.01,N/A,33.42,82610
2014,2,7,1,30,2.38,-12.21,N/A,33.51,82620
2014,2,7,2,30,2.04,-12.22,N/A,51.36,82580
2014,2,7,3,30,1.68,-12.24,N/A,42.37,82540
2014,2,7,4,30,2.08,-12.39,N/A,55.82,82520
2014,2,7,5,30,2.09,-12.76,N/A,24.24,82490
2014,2,7,6,30,2,-13.02,N/A,24.61,82450
2014,2,7,7,30,1.72,-13.07,N/A,37.54,82410
